image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
R5_6374_A_L_0001, R5_A_L_16C, 15d75392-1aa0-479c-80b7-d962d8463156, 0.22659263, 0.14733219, 0.017538205, 1.14916904E-4, 90.80459878870568, 0.022520395, 1, Lateral root, R5_A_L_16, e65770ac-52e2-45d1-8373-5b73d223f982, 0.722158, 100.99345835099132, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_16B, b7590f63-2cec-47b8-a5c7-0649d4b68370, 0.04924694, 0.04924694, 0.003027679, 1.5614665E-5, 34.21033092980243, 0.01912659, 1, Lateral root, R5_A_L_16, e65770ac-52e2-45d1-8373-5b73d223f982, 0.54767865, 78.25793060417493, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_16A, 958d0e2f-a532-4a8f-b529-0e9ed60f55f7, 0.1428888, 0.14230926, 0.0074314964, 3.1709562E-5, 297.5067570747741, 0.016261142, 1, Lateral root, R5_A_L_16, e65770ac-52e2-45d1-8373-5b73d223f982, 0.15652668, 10.102778688175981, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_16, e65770ac-52e2-45d1-8373-5b73d223f982, 0.8779701, 0.8385651, 0.07306928, 5.035413E-4, 307.5479547773933, 0.024680106, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 3, 5.303808, 958d0e2f-a532-4a8f-b529-0e9ed60f55f7, 0.15652668, 15d75392-1aa0-479c-80b7-d962d8463156, 0.722158
R5_6374_A_L_0001, R5_A_L_15, d52a9bb9-0959-4bf9-b28d-d3ee3440b763, 1.2065052, 0.98037446, 0.08813436, 5.470702E-4, 274.34558559926086, 0.023366833, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_14, ee64786b-9534-4ba9-b19a-09620a77641c, 0.700605, 0.69052595, 0.050100133, 2.883636E-4, 290.94048641429066, 0.022494795, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_13B, fd088543-1844-4373-8b6b-4777ec6e71ed, 0.093222156, 0.08495343, 0.005021428, 2.3095017E-5, 239.59186189456517, 0.016736224, 1, Lateral root, R5_A_L_13, 5e0613ac-0e21-448c-9ed1-8bca05a127b5, 0.42086694, 81.12719745184891, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_13A, 4c79e4ae-c7f9-41ca-9ead-a21acbd2134d, 0.20158808, 0.1840864, 0.0069087627, 2.0063871E-5, 155.84513663185461, 0.011290334, 1, Lateral root, R5_A_L_13, 5e0613ac-0e21-448c-9ed1-8bca05a127b5, 0.8311218, 53.67689940399945, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_13, 5e0613ac-0e21-448c-9ed1-8bca05a127b5, 0.9047471, 0.86569494, 0.06664423, 4.181609E-4, 173.0092790726916, 0.02125556, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 2, 4.875018, fd088543-1844-4373-8b6b-4777ec6e71ed, 0.42086694, 4c79e4ae-c7f9-41ca-9ead-a21acbd2134d, 0.8311218
R5_6374_A_L_0001, R5_A_L_12, 88046cc9-1a7a-47d5-bea4-86571ba32401, 1.357748, 0.99508953, 0.18750496, 0.0021245847, 198.4783851291305, 0.04273553, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_11, 63487964-7437-4e38-a046-133c7d85f901, 1.0845264, 1.0590829, 0.08961902, 6.247652E-4, 327.67695939352774, 0.026326591, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_10, 3ca5cd44-6448-47f2-aa2c-cd2c58842a32, 1.2488759, 1.0962584, 0.07883364, 4.0265184E-4, 105.5486549424454, 0.019793525, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_9, 1a35d963-43a5-4cdc-8b7b-149f5a086329, 1.6149714, 1.5691851, 0.1893238, 0.001945925, 318.29632294591886, 0.03425025, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_8, a9ce6080-5e7d-407e-9f7a-303ec48d6f6a, 1.1345339, 1.1046185, 0.121012636, 0.0010456016, 291.37346576615613, 0.034647834, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_7G, 12775167-6b2c-465d-9b2b-dfed2d23c718, 1.3242695, 1.0602733, 0.2203944, 0.0032297599, 108.2554247595756, 0.050022542, 1, Lateral root, R5_A_L_7, d0acd0e6-4de6-4735-a271-c5967ada2763, 1.10387, 153.67716628740087, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_7B, ba3733eb-15c9-484e-84a9-8f58cc45446c, 0.35471296, 0.35471296, 0.05435606, 7.294589E-4, 137.02868946852152, 0.04863097, 1, Lateral root, R5_A_L_7, d0acd0e6-4de6-4735-a271-c5967ada2763, 1.1940157, 147.6370934005752, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_7A, a3669f7d-6164-4ccd-8103-4d1150b618dd, 0.16224048, 0.16224048, 0.018018456, 1.6103525E-4, 297.56831073957426, 0.035318606, 1, Lateral root, R5_A_L_7, d0acd0e6-4de6-4735-a271-c5967ada2763, 3.6617043, 120.1402681040996, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_7, d0acd0e6-4de6-4735-a271-c5967ada2763, 3.9989638, 3.7526107, 0.7694349, 0.013215962, 95.86148643507552, 0.061034054, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 3, 1.1728672, 12775167-6b2c-465d-9b2b-dfed2d23c718, 1.10387, a3669f7d-6164-4ccd-8103-4d1150b618dd, 3.6617043
R5_6374_A_L_0001, R5_A_L_6E, 66cdc6cd-5671-4a20-8474-96266f156a6d, 1.3539765, 1.0893729, 0.17407455, 0.0024835595, 98.93074122164747, 0.05070984, 1, Lateral root, R5_A_L_6, 7b40a2a1-6f7d-47a5-bd19-01bbccd276c8, 0.9135562, 81.30792425728745, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_6C, a98e5ae1-b5ab-4f68-b839-fd56975afdeb, 0.14873566, 0.14873566, 0.0051847897, 1.4646953E-5, 287.37367966743994, 0.011094262, 2, Lateral root, R5_A_L_6A, edb641f0-62c9-4103-9e4d-bc44268b3218, 0.73934036, 93.05332245971648, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_6B, 4887ab74-0573-485c-8498-3dfd87ea0232, 0.7002675, 0.67800003, 0.1327718, 0.0021549333, 283.1697255540538, 0.056531213, 2, Lateral root, R5_A_L_6A, edb641f0-62c9-4103-9e4d-bc44268b3218, 0.3296879, 41.320021685935856, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_6A, edb641f0-62c9-4103-9e4d-bc44268b3218, 3.966703, 3.840627, 0.92244834, 0.019565657, 200.0404493923124, 0.07609798, 1, Lateral root, R5_A_L_6, 7b40a2a1-6f7d-47a5-bd19-01bbccd276c8, 2.2275014, 163.99976778382455, 2, 4.882187, 4887ab74-0573-485c-8498-3dfd87ea0232, 0.3296879, a98e5ae1-b5ab-4f68-b839-fd56975afdeb, 0.73934036
R5_6374_A_L_0001, R5_A_L_6, 7b40a2a1-6f7d-47a5-bd19-01bbccd276c8, 4.9363003, 4.817427, 3.5042882, 0.19970495, 115.42077131216088, 0.21670112, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 2, 1.5221334, 66cdc6cd-5671-4a20-8474-96266f156a6d, 0.9135562, edb641f0-62c9-4103-9e4d-bc44268b3218, 2.2275014
R5_6374_A_L_0001, R5_A_L_5, d7c020f9-14a0-45ad-82b7-bfdd06867bd9, 0.9874148, 0.9524702, 0.08261895, 5.7273E-4, 294.1528063432177, 0.026077226, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_4E, 1be9ba72-dba5-45f0-ab96-dac0d288d847, 0.16202472, 0.15895417, 0.009149539, 4.406993E-5, 283.92140153259203, 0.01938302, 1, Lateral root, R5_A_L_4, 88096a6d-d5c4-4643-80f0-7834370b9967, 0.4441993, 171.13771161745973, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_4D, 359f9738-f98a-45d1-a496-e7435283a6e7, 0.118212186, 0.110332035, 0.004716476, 1.4974873E-5, 201.02118259485619, 0.012700181, 1, Lateral root, R5_A_L_4, 88096a6d-d5c4-4643-80f0-7834370b9967, 1.9827058, 95.95372130962737, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_4B, f853157e-77b6-48b3-bb76-b948298a51bf, 0.1951313, 0.19423805, 0.013835099, 9.700804E-5, 52.173223012937385, 0.02387917, 1, Lateral root, R5_A_L_4, 88096a6d-d5c4-4643-80f0-7834370b9967, 1.8751173, 53.16786248063132, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_4A, 0743a5bf-17b0-4215-a695-f3c9382fa0bf, 1.7738364, 1.2446512, 0.12688738, 8.2593755E-4, 90.23451704963055, 0.024085095, 1, Lateral root, R5_A_L_4, 88096a6d-d5c4-4643-80f0-7834370b9967, 3.0683105, 65.16747690887364, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_4, 88096a6d-d5c4-4643-80f0-7834370b9967, 5.0044565, 4.8634715, 0.62875724, 0.0070648068, 104.58673208087582, 0.03767965, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 4, 1.5243255, 1be9ba72-dba5-45f0-ab96-dac0d288d847, 0.4441993, 0743a5bf-17b0-4215-a695-f3c9382fa0bf, 3.0683105
R5_6374_A_L_0001, R5_A_L_3, f5166a97-cea5-4604-b5e8-dc212616e850, 4.4663925, 4.360859, 1.1559472, 0.025838971, 95.33558918974121, 0.084505744, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2Y, 323fdf62-f6a3-4b56-96b6-a21fb4629e07, 0.040647667, 0.040647667, 0.0023597057, 1.1121479E-5, 208.6614458608108, 0.018195074, 1, Lateral root, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 0.50508523, 91.53781276591737, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2K, dbfaf268-e136-4f98-b2c1-9210edcb8322, 0.10001364, 0.08731406, 0.0049641947, 1.9995949E-5, 174.58306394048927, 0.016516663, 1, Lateral root, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 0.6669592, 35.977393075638524, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2J, ae03146a-df38-42f1-b830-7366203bd7a1, 0.09086793, 0.09086793, 0.0035274685, 1.1235062E-5, 234.49875375502674, 0.012345462, 1, Lateral root, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 1.3535217, 140.98164779028806, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2E, c93bce8d-2921-4b4b-af03-1c9da870fd94, 0.044559523, 0.044559523, 0.00448125, 3.5295812E-5, 48.25499620310036, 0.031212028, 1, Lateral root, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 1.6865697, 54.653899908161826, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2D, dd5fa2c3-467e-4ce3-bf7d-caed4ef48397, 0.0892867, 0.0892867, 0.0052761678, 2.4924082E-5, 176.90319723927254, 0.018803112, 1, Lateral root, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 1.5525888, 106.37683586987696, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2C, 440d21e2-e74e-4937-9f66-185b75154497, 0.06783329, 0.06783329, 0.00855422, 8.583933E-5, 74.87795002169159, 0.040119614, 2, Lateral root, R5_A_L_2B, 6d7ab363-7c06-4d21-8657-c182635972e7, 0.0, 158.01951369374984, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2B, 6d7ab363-7c06-4d21-8657-c182635972e7, 0.101925366, 0.101767726, 0.005602478, 2.469773E-5, 180.79610453785634, 0.017800456, 1, Lateral root, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 1.6368703, 85.70544593175178, 1, 0.0, 440d21e2-e74e-4937-9f66-185b75154497, 0.0, 440d21e2-e74e-4937-9f66-185b75154497, 0.0
R5_6374_A_L_0001, R5_A_L_2A, 92d78bbb-8bd6-4c58-aace-5289c20f1958, 0.10994335, 0.101494975, 0.007102507, 3.658427E-5, 113.29172621578702, 0.020093054, 1, Lateral root, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 2.0768833, 57.01426985134566, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_2, 670401e2-37ef-4b68-9ce9-5c2dc8c44565, 2.4492297, 2.3684008, 0.21109386, 0.0015309438, 98.80349479741014, 0.027694682, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 7, 4.4534984, 323fdf62-f6a3-4b56-96b6-a21fb4629e07, 0.50508523, 92d78bbb-8bd6-4c58-aace-5289c20f1958, 2.0768833
R5_6374_A_L_0001, R5_A_L_1J, 9721f411-3561-490a-ae2f-ac4013f7d371, 0.11283404, 0.11188755, 0.01857662, 2.4818923E-4, 107.31774906955957, 0.047349583, 3, Lateral root, R5_A_L_1H, 333f9687-1ecc-4270-a05b-aed11beea2bb, 0.055796392, 66.9990740970826, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_1H, 333f9687-1ecc-4270-a05b-aed11beea2bb, 0.22798656, 0.20236613, 0.018768784, 1.2731248E-4, 115.6565767630664, 0.024275117, 2, Lateral root, R5_A_L_1A, 46db6532-720e-4f04-97df-0830024c4aa5, 0.10577531, 95.40772964775489, 1, 0.0, 9721f411-3561-490a-ae2f-ac4013f7d371, 0.055796392, 9721f411-3561-490a-ae2f-ac4013f7d371, 0.055796392
R5_6374_A_L_0001, R5_A_L_1F, 5a3c0442-dc34-46a1-bc3a-3e222ce53730, 0.11863642, 0.118265145, 0.0074398313, 3.899577E-5, 351.86708520712506, 0.01834516, 4, Lateral root, R5_A_L_1E, bd058895-0672-48f4-81a7-e4969a515b14, 0.17703, 64.3338249999169, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_1E, bd058895-0672-48f4-81a7-e4969a515b14, 0.30427408, 0.24882282, 0.024423316, 1.6163672E-4, 88.1804127888301, 0.024763415, 3, Lateral root, R5_A_L_1C, 24c5b5be-86f5-4fbf-bdf4-ed2706ea8b42, 0.05200879, 45.064652407827836, 1, 0.0, 5a3c0442-dc34-46a1-bc3a-3e222ce53730, 0.17703, 5a3c0442-dc34-46a1-bc3a-3e222ce53730, 0.17703
R5_6374_A_L_0001, R5_A_L_1C, 24c5b5be-86f5-4fbf-bdf4-ed2706ea8b42, 0.27340096, 0.2691514, 0.046792813, 6.702193E-4, 75.4698064038407, 0.047438014, 2, Lateral root, R5_A_L_1A, 46db6532-720e-4f04-97df-0830024c4aa5, 0.34587863, 75.0480217320249, 1, 0.0, bd058895-0672-48f4-81a7-e4969a515b14, 0.05200879, bd058895-0672-48f4-81a7-e4969a515b14, 0.05200879
R5_6374_A_L_0001, R5_A_L_1B, ee82fc9c-bc38-4227-b782-cef36be2bea5, 0.3095745, 0.27597302, 0.04100247, 4.678916E-4, 58.726506068714066, 0.038895216, 1, Lateral root, R5_A_L_1, 2d3a3be3-8462-4865-b2ff-1e00103a741f, 2.5057545, 95.52117908986881, 0, 0.0, null, null, null, null
R5_6374_A_L_0001, R5_A_L_1A, 46db6532-720e-4f04-97df-0830024c4aa5, 0.42616427, 0.41946712, 0.03786949, 2.773821E-4, 131.57430530302443, 0.028196733, 1, Lateral root, R5_A_L_1, 2d3a3be3-8462-4865-b2ff-1e00103a741f, 2.229707, 137.95688485596958, 2, 8.329747, 333f9687-1ecc-4270-a05b-aed11beea2bb, 0.10577531, 24c5b5be-86f5-4fbf-bdf4-ed2706ea8b42, 0.34587863
R5_6374_A_L_0001, R5_A_L_1, 2d3a3be3-8462-4865-b2ff-1e00103a741f, 5.221869, 4.8896604, 0.7071329, 0.008413315, 292.02804377545345, 0.04166419, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 2, 7.24513, 46db6532-720e-4f04-97df-0830024c4aa5, 2.229707, ee82fc9c-bc38-4227-b782-cef36be2bea5, 2.5057545
