image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
R3_8301_B_L_0001, R3_B_L_18E, a1986a1e-6c58-4b73-872d-29cdad4e2627, 0.07806655, 0.07806655, 0.0041774986, 1.9047737E-5, 182.01051217228462, 0.016934084, 1, Lateral root, R3_B_L_18, 7548a824-9fa7-4b5f-93cd-459e173c8a4d, 3.9372995, 89.22711878856704, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_18C, e3358d88-0922-40d4-bd7c-6e4811fa2d80, 0.52592254, 0.4235394, 0.06551915, 7.830494E-4, 103.12066612647843, 0.040327717, 1, Lateral root, R3_B_L_18, 7548a824-9fa7-4b5f-93cd-459e173c8a4d, 3.4065537, 40.78733523256656, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_18B, 4168b20c-6844-4aa3-a024-1cc13cf2bb97, 0.108838044, 0.108838044, 0.005387664, 2.1471596E-5, 52.3671662344199, 0.015750686, 1, Lateral root, R3_B_L_18, 7548a824-9fa7-4b5f-93cd-459e173c8a4d, 6.1310787, 86.76269091337805, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_18A, 6528d1d4-0d09-4de9-8589-f29d8142b2e3, 0.50249654, 0.43607754, 0.036102805, 2.4442782E-4, 82.98169626434492, 0.02243611, 1, Lateral root, R3_B_L_18, 7548a824-9fa7-4b5f-93cd-459e173c8a4d, 7.2004952, 50.12595235640152, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_18, 7548a824-9fa7-4b5f-93cd-459e173c8a4d, 7.5577927, 6.6406784, 0.75696594, 0.0073735886, 103.46141060379203, 0.031555068, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 4, 1.0543125, e3358d88-0922-40d4-bd7c-6e4811fa2d80, 3.4065537, 6528d1d4-0d09-4de9-8589-f29d8142b2e3, 7.2004952
R3_8301_B_L_0001, R3_B_L_16Y, f3ea544d-b522-440f-a739-ca1e6c9790a4, 0.08425102, 0.07997897, 0.0047617457, 2.2200202E-5, 169.86095801628758, 0.018176565, 1, Lateral root, R3_B_L_16, 2b900d96-4148-4c7c-bffd-53b934996b2f, 0.63549346, 113.89515976857932, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_16G, 611aa334-ec37-4c39-a8e9-b712c70f2bfd, 0.15976007, 0.13883922, 0.012320481, 8.088554E-5, 172.98093378763605, 0.022577068, 1, Lateral root, R3_B_L_16, 2b900d96-4148-4c7c-bffd-53b934996b2f, 0.19064032, 58.276840564706276, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_16F, 76437c06-a98d-4a9e-ba63-29d76c1ce45a, 0.19428173, 0.17469016, 0.011843521, 6.411914E-5, 321.80092032980906, 0.021935932, 1, Lateral root, R3_B_L_16, 2b900d96-4148-4c7c-bffd-53b934996b2f, 0.13250168, 145.10732793578586, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_16E, 5af51ba4-1ff6-47da-861f-83540d7d2218, 0.20787281, 0.20407917, 0.009230475, 3.3728953E-5, 165.1287160913576, 0.014781815, 1, Lateral root, R3_B_L_16, 2b900d96-4148-4c7c-bffd-53b934996b2f, 0.624979, 109.16291784364934, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_16D, fdad7345-4aaa-45fc-8084-e34eebf1d181, 0.08174296, 0.07860737, 0.0048588994, 2.3025777E-5, 167.58179219214603, 0.01814664, 1, Lateral root, R3_B_L_16, 2b900d96-4148-4c7c-bffd-53b934996b2f, 0.71721405, 175.62491367572633, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_16B, fe23f8f3-6fd1-4dba-b5d2-bb6e86e20256, 0.16116276, 0.16018257, 0.013413163, 8.928204E-5, 133.314651163922, 0.027961988, 2, Lateral root, R3_B_L_16A, 1dfd32bb-3b08-4abc-b847-f495268df5f7, 0.0, 130.99724994080674, 0, 0.0, null, null, null, null
R3_8301_B_L_0001, R3_B_L_16A, 1dfd32bb-3b08-4abc-b847-f495268df5f7, 0.18173021, 0.18098287, 0.017581664, 1.3572558E-4, 236.39096204193038, 0.030193958, 1, Lateral root, R3_B_L_16, 2b900d96-4148-4c7c-bffd-53b934996b2f, 1.0968027, 66.17234799994425, 1, 0.0, fe23f8f3-6fd1-4dba-b5d2-bb6e86e20256, 0.0, fe23f8f3-6fd1-4dba-b5d2-bb6e86e20256, 0.0
R3_8301_B_L_0001, R3_B_L_16, 2b900d96-4148-4c7c-bffd-53b934996b2f, 1.3152237, 0.59813607, 0.09494497, 5.915508E-4, 177.50376211261343, 0.02227074, 0, Primary root, -1, -1, -0.008466667, -57.29577951308232, 6, 6.2221236, 76437c06-a98d-4a9e-ba63-29d76c1ce45a, 0.13250168, 1dfd32bb-3b08-4abc-b847-f495268df5f7, 1.0968027
R3_8301_B_L_0001, R3_B_L_15F, 87b194e9-d8bd-441b-864b-1328c72a18e3, 0.11818368, 0.11757309, 0.006418767, 3.2742344E-5, 178.110501476964, 0.018343419, 1, Lateral root, R3_B_L_15, 3aaa0445-ae8b-4f7c-8d7d-d69c1458675f, 0.2500534, 62.370118292781555, 0, 0.0, null, null, null, null
